Teff log(g) a1 a2 a3 a4 I1
3800.0 5.5 2.32254 -3.04599 2.57521 -0.85253 281995000.0
3900.0 5.5 2.22137 -2.87418 2.4301 -0.80317 250026000.0
4000.0 5.5 2.09597 -2.64651 2.24096 -0.73893 221630000.0
4100.0 5.5 1.98716 -2.46689 2.11508 -0.69841 194515000.0
4200.0 5.5 1.65685 -1.84841 1.60457 -0.52854 149327000.0
4300.0 5.5 1.68688 -1.94841 1.75076 -0.57775 144685000.0
4400.0 5.5 1.50815 -1.69465 1.6196 -0.54268 115191000.0
4500.0 5.5 1.32608 -1.39438 1.43799 -0.49125 90234700.0
4600.0 5.5 1.17226 -1.24639 1.45274 -0.5237 55048200.0
4700.0 5.5 1.15852 -1.38637 1.73634 -0.65451 30817500.0
4800.0 5.5 1.1704 -1.60806 2.08845 -0.80767 10699700.0
4900.0 5.5 1.32592 -1.97982 2.43912 -0.9255 5694510.0
5100.0 5.5 1.28506 -1.86604 2.27937 -0.86148 556582.0
5200.0 5.5 1.2726 -1.82786 2.23178 -0.84755 834335.0
5300.0 5.5 1.34018 -1.99026 2.41021 -0.92608 1077030.0
5400.0 5.5 1.30243 -1.87549 2.28193 -0.88843 1183320.0
