Teff log(g) a1 a2 a3 a4 I1 beaming
30000.0 6.0 0.8487 -0.9835 0.8713 -0.3059 0.000553869 1.5625
35000.0 6.0 0.6646 -0.7009 0.596 -0.2073 0.000733501 1.631
40000.0 6.0 0.6038 -0.7063 0.6444 -0.2333 0.000874643 1.6811
45000.0 6.0 0.6148 -0.8323 0.8007 -0.2954 0.000991484 1.7193
50000.0 6.0 0.6526 -0.9917 0.9802 -0.3636 0.00109777 1.7493
55000.0 6.0 0.6991 -1.149 1.1494 -0.4266 0.00119529 1.7736
60000.0 6.0 0.7527 -1.3112 1.3186 -0.4885 0.00129478 1.7936
65000.0 6.0 0.4925 -0.5524 0.5458 -0.209 0.0015696 1.8103
70000.0 6.0 0.5356 -0.6892 0.6906 -0.2622 0.00167047 1.8246
75000.0 6.0 0.5821 -0.8242 0.8298 -0.3128 0.00177141 1.8369
80000.0 6.0 0.6306 -0.9565 0.964 -0.3612 0.00187269 1.8475
85000.0 6.0 0.6796 -1.0829 1.0902 -0.4064 0.00197461 1.8569
90000.0 6.0 0.7281 -1.203 1.2088 -0.4488 0.00207733 1.8652
100000.0 6.0 0.8208 -1.4255 1.4285 -0.5274 0.00228761 1.8791
3750.0 6.25 1.5646 -1.673 1.2113 -0.3681 2.40783e-06 -3.2178
4000.0 6.25 1.718 -2.1585 1.7519 -0.5762 3.03737e-06 -2.8347
4250.0 6.25 1.7742 -2.362 1.9867 -0.6681 3.91494e-06 -2.4982
4500.0 6.25 1.7964 -2.4393 2.0802 -0.7053 5.08776e-06 -2.2005
4750.0 6.25 1.6998 -2.1131 1.7084 -0.5591 6.58663e-06 -1.9356
5000.0 6.25 1.4415 -1.3762 0.9298 -0.2669 8.73938e-06 -1.6987
5250.0 6.25 1.1401 -0.5763 0.1373 0.0187 1.08918e-05 -1.4856
5500.0 6.25 0.6986 0.5434 -0.9472 0.4 1.33212e-05 -1.2932
5750.0 6.25 0.2613 1.5829 -1.9044 0.7194 1.59974e-05 -1.1189
6000.0 6.25 -0.0305 2.192 -2.3925 0.8594 1.88986e-05 -0.9602
6250.0 6.25 -0.1631 2.3717 -2.4407 0.8404 2.20289e-05 -0.8153
6500.0 6.25 -0.2086 2.3404 -2.2924 0.7561 2.53957e-05 -0.6826
