Teff log(g) a1 a2 a3 a4 I1
7400.0 4.5 2.135 -3.36481 3.45906 -1.26822 3556690.0
7600.0 4.5 2.25187 -3.72967 3.89181 -1.43684 3982260.0
7800.0 4.5 2.11444 -3.37171 3.50075 -1.29311 4384780.0
8000.0 4.5 2.09883 -3.26742 3.33017 -1.21769 4763720.0
8200.0 4.5 2.15999 -3.3302 3.3039 -1.18535 5048080.0
8400.0 4.5 2.2508 -3.45502 3.32534 -1.1641 5326180.0
8600.0 4.5 2.41101 -3.73739 3.49816 -1.1952 5597180.0
8800.0 4.5 2.5769 -4.05168 3.72979 -1.25855 5563590.0
9000.0 4.5 2.73643 -4.36278 3.98054 -1.33947 5566200.0
9200.0 4.5 2.86698 -4.62372 4.19142 -1.40398 5884750.0
9400.0 4.5 2.98251 -4.85551 4.38131 -1.46283 6205590.0
9600.0 4.5 3.08523 -5.04369 4.52625 -1.50562 6457460.0
9800.0 4.5 3.1744 -5.2233 4.67292 -1.55104 6808750.0
10000.0 4.5 3.28882 -5.44452 4.85504 -1.60806 7082870.0
10200.0 4.5 3.41964 -5.70696 5.08082 -1.68135 7539790.0
10400.0 4.5 3.47926 -5.80677 5.14958 -1.69983 7824860.0
10600.0 4.5 3.5376 -5.90308 5.21482 -1.71709 8090910.0
10800.0 4.5 3.61444 -6.04649 5.32828 -1.75178 8573320.0
11000.0 4.5 3.74966 -6.30576 5.54242 -1.8189 8411950.0
11200.0 4.5 3.97487 -6.7529 5.92594 -1.94196 7973990.0
11400.0 4.5 4.16546 -7.12127 6.23183 -2.03728 7626910.0
11600.0 4.5 4.2347 -7.24539 6.32066 -2.06123 7905330.0
11800.0 4.5 4.33059 -7.43703 6.47758 -2.1094 8185220.0
12000.0 4.5 4.48164 -7.75619 6.75843 -2.20098 8476490.0
2300.0 5.0 0.68186 -0.80793 1.59698 -0.59488 1503.17
2400.0 5.0 0.87418 -1.48034 2.45398 -0.91057 1425.12
2500.0 5.0 0.96918 -1.53761 2.22287 -0.6768 1007.47
2600.0 5.0 0.68905 -0.84054 1.68782 -0.52673 1022.9
2700.0 5.0 0.64611 -0.63566 1.58378 -0.55313 941.531
2900.0 5.0 0.90168 -0.62659 1.34414 -0.5406 56690.9
3100.0 5.0 1.03711 -0.53274 0.97739 -0.41533 64429500.0
3200.0 5.0 1.09981 -0.55151 0.8866 -0.3765 213719000.0
3300.0 5.0 1.13606 -0.5759 0.84496 -0.35862 370608000.0
3400.0 5.0 1.0684 -0.40699 0.64757 -0.29013 475365000.0
3500.0 5.0 1.01793 -0.28326 0.4991 -0.23895 527476000.0
3600.0 5.0 1.01929 -0.25155 0.4209 -0.2071 542941000.0
3700.0 5.0 1.08292 -0.33089 0.42538 -0.19614 537405000.0
3800.0 5.0 1.23602 -0.62927 0.63281 -0.24778 515596000.0
3900.0 5.0 1.38948 -0.95277 0.88784 -0.31465 493820000.0
4000.0 5.0 1.5295 -1.35038 1.27272 -0.432 461089000.0
4100.0 5.0 1.52969 -1.48688 1.45842 -0.48561 432365000.0
4200.0 5.0 1.48477 -1.5529 1.60983 -0.53201 399199000.0
4300.0 5.0 1.34785 -1.41554 1.5959 -0.53005 369201000.0
4400.0 5.0 1.21191 -1.3804 1.73024 -0.59641 297989000.0
4500.0 5.0 1.23155 -1.61103 2.10698 -0.7566 248657000.0
4600.0 5.0 1.36482 -2.12216 2.74467 -1.01013 152006000.0
4700.0 5.0 1.4483 -2.31584 2.91787 -1.06801 60071900.0
4800.0 5.0 1.42324 -2.22059 2.79183 -1.02036 13812800.0
4900.0 5.0 1.42717 -2.20432 2.76761 -1.02032 4534880.0
5100.0 5.0 1.524 -2.37387 2.89153 -1.07301 753725.0
5200.0 5.0 1.53175 -2.37348 2.87717 -1.0723 936335.0
5300.0 5.0 1.52452 -2.34777 2.84291 -1.06513 1063310.0
5400.0 5.0 1.50525 -2.30955 2.80387 -1.05719 1118960.0
5500.0 5.0 1.51568 -2.32566 2.80893 -1.06184 1148950.0
5600.0 5.0 1.52464 -2.31819 2.8105 -1.08587 1252220.0
5700.0 5.0 1.52349 -2.30997 2.79453 -1.0842 1365330.0
5800.0 5.0 1.52779 -2.31471 2.79073 -1.08614 1497540.0
5900.0 5.0 1.52792 -2.30984 2.77629 -1.08325 1649640.0
6000.0 5.0 1.51924 -2.28887 2.74861 -1.07593 1822810.0
6100.0 5.0 1.52613 -2.31863 2.78806 -1.09655 1969910.0
6200.0 5.0 1.53583 -2.34333 2.80778 -1.10622 2174370.0
6300.0 5.0 1.53354 -2.34909 2.81007 -1.10976 2381190.0
6400.0 5.0 1.57039 -2.4319 2.88252 -1.13568 2583400.0
6500.0 5.0 1.56887 -2.42768 2.87007 -1.13118 2775970.0
6600.0 5.0 1.58885 -2.48467 2.93099 -1.15742 2942910.0
6700.0 5.0 1.60185 -2.51935 2.96299 -1.17032 3130120.0
6800.0 5.0 1.60377 -2.52598 2.96718 -1.17331 3322860.0
6900.0 5.0 1.6226 -2.56873 3.00348 -1.18638 3512620.0
7000.0 5.0 1.63473 -2.59357 3.02 -1.19158 3703330.0
7200.0 5.0 1.66407 -2.66141 3.07891 -1.21446 4120980.0
7400.0 5.0 1.65935 -2.63594 3.03426 -1.19628 4563810.0
7600.0 5.0 1.67412 -2.65162 3.02623 -1.19039 5026390.0
7800.0 5.0 1.69463 -2.66625 3.00162 -1.17327 5504980.0
8000.0 5.0 1.67126 -2.55577 2.8294 -1.09514 5984400.0
8200.0 5.0 1.56062 -2.25726 2.47734 -0.95521 6414140.0
8400.0 5.0 1.55716 -2.19559 2.35375 -0.89597 6778770.0
8600.0 5.0 1.61649 -2.2706 2.34789 -0.87167 7166420.0
8800.0 5.0 1.71666 -2.43226 2.41218 -0.86624 7498810.0
9000.0 5.0 1.80903 -2.59444 2.49625 -0.87341 7338950.0
9200.0 5.0 1.92373 -2.81694 2.66084 -0.91903 7453910.0
9400.0 5.0 1.97956 -2.926 2.74027 -0.9449 7885020.0
9600.0 5.0 2.06731 -3.10309 2.88216 -0.98825 8262810.0
9800.0 5.0 2.13432 -3.23766 2.98864 -1.02053 8735550.0
10000.0 5.0 2.21412 -3.39638 3.1176 -1.06051 9051750.0
10200.0 5.0 2.30289 -3.57553 3.2684 -1.10875 9431400.0
10400.0 5.0 2.36232 -3.69084 3.36043 -1.13714 10028200.0
10600.0 5.0 2.42693 -3.81504 3.46014 -1.16803 10426600.0
10800.0 5.0 2.48061 -3.91184 3.53207 -1.18887 10691700.0
11000.0 5.0 2.54384 -4.03776 3.63723 -1.22262 11397800.0
11200.0 5.0 2.6235 -4.192 3.76347 -1.26213 11258800.0
11400.0 5.0 2.70705 -4.35023 3.89046 -1.30103 10751900.0
