Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
6300.0	5.0	6448.66049	6721.82469	6647.42715	6564.55819	6490.12049
6300.0	5.5	6410.87825	6666.47028	6616.83676	6544.58911	6476.65673
6300.0	6.0	6537.31976	6561.82437	6454.31439	6393.85499	6348.82167
6400.0	4.0	6603.56706	6840.99477	6627.76076	6512.41486	6433.25511
6400.0	4.5	6532.78820	6867.02010	6764.69783	6669.62357	6586.07309
6400.0	5.0	6548.32118	6833.37281	6751.69008	6666.85553	6588.26677
6400.0	5.5	6539.81563	6793.78677	6735.59841	6662.45737	6591.33407
6400.0	6.0	6495.84348	6752.41730	6716.09429	6650.20733	6582.53756
6500.0	4.0	6674.62252	6958.84340	6735.09676	6613.44005	6528.05474
6500.0	4.5	6615.30864	6975.97755	6865.61336	6766.83168	6678.08404
6500.0	5.0	6755.29509	6835.33676	6676.93530	6593.85948	6532.22493
6500.0	5.5	6754.88350	6791.32597	6652.82605	6581.01282	6527.27152
6500.0	6.0	6741.58011	6759.44261	6639.38847	6577.13267	6528.91656
6600.0	4.0	6652.20109	7174.81146	7014.41737	6883.87230	6776.34998
6600.0	4.5	6809.34819	6997.39183	6803.05655	6699.98575	6623.02725
6600.0	5.0	6747.29962	7062.12175	6962.19242	6871.65000	6783.02147
6600.0	5.5	6749.06946	7010.31230	6936.84848	6861.02686	6782.85182
6600.0	6.0	6718.84964	6962.96289	6911.40527	6844.62267	6772.02605
6700.0	4.0	6726.31523	7298.07704	7125.47158	6986.53789	6871.91825
6700.0	4.5	6794.24381	7220.56506	7089.43319	6980.30575	6878.33595
6700.0	5.0	6933.22929	7065.10907	6885.61429	6792.20278	6718.06977
6700.0	5.5	6847.64542	7118.54082	7037.71658	6960.06551	6877.56657
6700.0	6.0	6825.19283	7069.03542	7010.73129	6943.23981	6867.52724
6800.0	4.0	6803.38071	7424.36400	7237.25666	7088.74902	6967.26554
6800.0	4.5	6876.12053	7341.68027	7199.81747	7084.31964	6974.64275
6800.0	5.0	6928.19260	7292.82034	7175.18694	7076.77893	6975.12746
6800.0	5.5	6944.90571	7228.73393	7140.48560	7060.50634	6972.93666
6800.0	6.0	6931.31722	7176.29445	7110.70012	7042.05049	6962.66637
