Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
5200.0	5.0	5122.39352	5497.19418	5495.05280	5413.56036	5370.30634
5200.0	5.5	5272.19408	5480.47277	5428.00703	5358.75054	5324.98910
5200.0	6.0	5195.34803	5451.88720	5423.79053	5362.43550	5330.33867
5300.0	4.0	5295.68702	5629.03847	5594.49997	5508.66460	5463.57969
5300.0	4.5	5287.59143	5624.76669	5598.45711	5514.17361	5469.48187
5300.0	5.0	5459.38775	5594.51621	5517.42294	5445.69518	5411.58766
5300.0	5.5	5403.38410	5586.73962	5527.14079	5458.84691	5425.28525
5300.0	6.0	5329.96397	5564.06003	5526.37200	5464.51080	5432.10228
5400.0	4.0	5415.77632	5743.07468	5702.13315	5615.73505	5569.58451
5400.0	4.5	5633.31042	5717.63434	5617.72158	5541.26322	5505.29566
5400.0	5.0	5381.81109	5731.56747	5713.62296	5630.91287	5585.71628
5400.0	5.5	5529.47424	5687.82533	5621.30539	5554.05202	5520.62279
5400.0	6.0	5267.36308	5696.53860	5728.78499	5655.47467	5612.12104
5500.0	4.0	5538.55149	5859.76609	5810.30138	5722.84672	5675.33962
5500.0	4.5	5528.44463	5848.48830	5809.66747	5724.67216	5677.48942
5500.0	5.0	5509.81060	5846.23647	5820.12861	5736.99195	5690.53148
5500.0	5.5	5450.87742	5820.01189	5818.97701	5741.87714	5697.56827
5500.0	6.0	5396.12150	5811.52842	5834.75395	5761.00309	5716.89162
5600.0	4.0	5857.48025	5923.65578	5795.67751	5712.17794	5672.77003
5600.0	4.5	5833.10101	5899.31866	5789.69207	5713.68806	5676.44985
5600.0	5.0	5624.85169	5945.67820	5918.30281	5838.48734	5792.46259
5600.0	5.5	5582.84778	5935.99372	5927.27747	5850.32165	5805.03652
5600.0	6.0	5713.74722	5877.27470	5816.03533	5754.45180	5721.14086
5700.0	4.0	5764.80335	6089.50376	6025.03281	5934.48384	5883.60162
5700.0	4.5	5771.24390	6079.55665	6024.68048	5937.68834	5887.23506
5700.0	5.0	5913.10895	5981.96957	5882.19521	5812.40417	5777.00736
5700.0	5.5	5870.65546	5969.35945	5885.18292	5819.70759	5785.44527
5700.0	6.0	5653.45103	6037.03965	6043.55040	5969.74841	5923.78930
5800.0	4.0	5871.77451	6205.43925	6132.72617	6040.21451	5987.20689
5800.0	4.5	5880.50313	6179.20123	6122.96175	6038.67309	5988.42036
5800.0	5.0	6027.57682	6086.34132	5979.73781	5909.56248	5873.13264
5800.0	5.5	6019.64087	6099.09342	6006.50458	5940.64973	5905.20310
5800.0	6.0	5781.05733	6147.92733	6146.43880	6072.76407	6025.63976
5900.0	4.0	5975.15465	6322.26592	6240.76270	6145.50201	6089.92063
5900.0	4.5	6161.96431	6222.36869	6089.94574	6011.09176	5970.34101
5900.0	5.0	5984.74662	6277.90356	6229.29593	6148.59704	6097.87726
5900.0	5.5	5927.94955	6242.20474	6212.85972	6135.81094	6086.72736
5900.0	6.0	6063.46755	6162.32829	6081.45194	6021.63873	5987.33900
6000.0	4.0	6074.64285	6440.03831	6349.31260	6250.71553	6192.14136
6000.0	4.5	6097.30893	6403.61012	6332.78877	6245.87610	6191.27117
6000.0	5.0	6243.66523	6295.47453	6174.82454	6102.92643	6063.63664
6000.0	5.5	6075.79741	6376.03535	6337.84738	6260.87856	6209.69667
6000.0	6.0	6003.20329	6341.48418	6325.75786	6252.19585	6202.45319
6100.0	4.0	6335.21180	6479.05744	6306.89795	6210.66339	6160.23398
6100.0	4.5	6355.03315	6438.14826	6285.76656	6200.97375	6155.08337
6100.0	5.0	6192.34216	6481.60533	6418.88371	6336.39665	6281.20859
6100.0	5.5	6192.49051	6484.94796	6439.44848	6362.11314	6308.77379
6100.0	6.0	6294.55263	6359.60009	6264.96683	6205.84432	6170.24183
6200.0	4.0	6412.14077	6591.45147	6410.43756	6309.89278	6255.94654
6200.0	4.5	6445.21043	6547.31182	6387.04515	6299.68978	6250.93438
6200.0	5.0	6446.04104	6507.45985	6372.08716	6297.17088	6253.63860
6200.0	5.5	6307.44455	6591.75707	6540.85598	6464.57683	6409.77434
6200.0	6.0	6404.92552	6458.29374	6357.04195	6297.72858	6260.99890
6300.0	4.0	6357.55337	6800.54712	6674.76572	6561.66867	6492.04813
6300.0	4.5	6392.63075	6737.95357	6642.41258	6548.28305	6484.38961
6300.0	5.0	6421.33916	6721.36147	6642.33478	6556.95169	6495.64606
6300.0	5.5	6386.83742	6667.21655	6612.63098	6537.62951	6481.86854
6300.0	6.0	6355.06376	6647.35579	6613.09925	6543.85031	6490.76603
6400.0	4.0	6550.64428	6829.69671	6618.48130	6503.15136	6439.19741
6400.0	4.5	6607.78620	6763.60755	6587.78478	6493.98262	6438.46442
6400.0	5.0	6517.73340	6832.33412	6746.40167	6658.92313	6593.94024
6400.0	5.5	6629.24144	6681.08060	6549.89673	6480.93584	6437.13063
6400.0	6.0	6616.22040	6656.56088	6542.77394	6482.41163	6442.62230
6500.0	4.0	6523.47436	7045.96360	6895.37739	6768.70935	6690.23562
6500.0	4.5	6575.31741	6973.32559	6859.31743	6757.50975	6685.49190
6500.0	5.0	6613.64261	6944.83747	6850.70113	6760.63403	6691.61051
6500.0	5.5	6722.65395	6783.52188	6646.21757	6575.65019	6529.19476
6500.0	6.0	6713.47787	6752.91354	6633.57621	6572.40320	6530.67950
6600.0	4.0	6602.44669	7170.35898	7006.23116	6871.21998	6788.14985
6600.0	4.5	6664.64370	7097.87994	6973.70736	6866.72414	6789.75244
6600.0	5.0	6709.38384	7059.78961	6956.30639	6862.91344	6789.14986
6600.0	5.5	6718.70711	7009.06222	6931.91865	6853.50522	6787.69813
6600.0	6.0	6691.21848	6962.93782	6907.40862	6837.55202	6776.72264
6700.0	4.0	6747.28660	7186.37248	6941.60651	6803.83623	6725.24009
6700.0	4.5	6744.76998	7216.67703	7082.31479	6969.55129	6887.44119
6700.0	5.0	6797.56788	7174.02720	7061.95715	6964.80318	6885.91475
6700.0	5.5	6814.69710	7116.74127	7032.52748	6952.26059	6882.37556
6700.0	6.0	6938.27696	6990.26566	6858.65023	6794.08584	6745.98274
6800.0	4.0	6809.58955	7307.99402	7050.52020	6903.43727	6820.21830
6800.0	4.5	6822.05715	7337.30000	7192.21268	7072.70519	6984.88812
6800.0	5.0	6959.19789	7164.84452	6980.56624	6883.91147	6815.14460
6800.0	5.5	6909.11635	7226.46511	7135.02665	7052.32600	6977.78441
6800.0	6.0	6900.83218	7175.20494	7106.24525	7034.67507	6966.78758
6900.0	4.0	6870.04182	7430.91753	7159.93961	7002.76572	6914.96200
6900.0	4.5	6894.74280	7456.54200	7300.49748	7173.57489	7079.88783
6900.0	5.0	7029.90806	7276.26868	7085.13675	6983.90327	6909.34537
6900.0	5.5	6992.07624	7327.43167	7229.33110	7144.01864	7064.75873
6900.0	6.0	6999.63420	7281.33549	7206.11524	7133.24732	7061.19303
