Teff log(g) y1 y2 y
11000.0 5.0 0.8817 -0.0614 0.8203
11200.0 5.0 0.8658 -0.0623 0.8035
11400.0 5.0 0.8047 -0.0624 0.7423
11600.0 5.0 0.8087 -0.0631 0.7455999999999999
11800.0 5.0 0.8558 -0.0627 0.7931
12000.0 5.0 0.8423 -0.0625 0.7798
2300.0 5.5 3.1508 -0.3645 2.7862999999999998
2400.0 5.5 4.6583 -0.6235 4.0348
2500.0 5.5 6.0536 -0.8301 5.2235000000000005
2600.0 5.5 6.4417 -0.8335 5.6082
2700.0 5.5 5.7337 -0.7551 4.9786
2900.0 5.5 5.0557 -0.5769 4.4788
3100.0 5.5 4.3907 -0.3955 3.9951999999999996
3200.0 5.5 3.8427 -0.3225 3.5202
3300.0 5.5 3.509 -0.2605 3.2485
3400.0 5.5 3.2084 -0.2019 3.0065
3500.0 5.5 2.9433 -0.1539 2.7893999999999997
3600.0 5.5 2.7295 -0.1085 2.621
3700.0 5.5 2.5794 -0.0702 2.5092000000000003
3800.0 5.5 2.4539 -0.0388 2.4151
3900.0 5.5 2.3726 -0.0143 2.3583
4000.0 5.5 2.3151 0.0063 2.3214
4100.0 5.5 2.3015 0.0203 2.3218
4200.0 5.5 2.2432 0.0314 2.2746
4300.0 5.5 2.2302 0.0326 2.2628
4400.0 5.5 2.3341 0.0171 2.3512
4500.0 5.5 2.4835 0.0016 2.4850999999999996
4600.0 5.5 2.6701 -0.0248 2.6453
4700.0 5.5 2.8493 -0.0544 2.7949
4800.0 5.5 2.9845 -0.0729 2.9116
4900.0 5.5 2.9276 -0.0893 2.8383
5100.0 5.5 2.8736 -0.1031 2.7705
5200.0 5.5 2.7621 -0.1062 2.6559000000000004
5300.0 5.5 2.691 -0.1043 2.5867
5400.0 5.5 2.5983 -0.1021 2.4962
5500.0 5.5 2.5361 -0.099 2.4370999999999996
5600.0 5.5 2.4908 -0.089 2.4018
5700.0 5.5 2.3296 -0.0822 2.2474000000000003
5800.0 5.5 1.9889 -0.0752 1.9137
5900.0 5.5 2.1398 -0.0684 2.0714
6000.0 5.5 2.2833 -0.0761 2.2072000000000003
6100.0 5.5 1.922 -0.0597 1.8622999999999998
6200.0 5.5 1.5988 -0.0553 1.5435
6300.0 5.5 1.6463 -0.0548 1.5915000000000001
6400.0 5.5 1.6808 -0.0465 1.6343
6500.0 5.5 1.5625 -0.0406 1.5219
6600.0 5.5 1.5904 -0.0335 1.5569
6700.0 5.5 1.4004 -0.0264 1.374
6800.0 5.5 1.2788 -0.0201 1.2587
6900.0 5.5 1.2692 -0.0145 1.2547000000000001
7000.0 5.5 1.2307 -0.0094 1.2212999999999998
7200.0 5.5 1.1216 0.0001 1.1217
7400.0 5.5 1.0448 0.0073 1.0521
7600.0 5.5 0.9897 0.0115 1.0012
7800.0 5.5 0.8841 0.0138 0.8979
8000.0 5.5 0.8266 0.0153 0.8419
8200.0 5.5 0.8626 0.0149 0.8775000000000001
8400.0 5.5 0.9118 0.0123 0.9241
8600.0 5.5 0.9108 0.0089 0.9197000000000001
8800.0 5.5 0.8689 0.0046 0.8735
9000.0 5.5 0.8595 -0.0005 0.8590000000000001
9200.0 5.5 0.8531 -0.008 0.8451
9400.0 5.5 0.8741 -0.0209 0.8532
9600.0 5.5 0.9151 -0.0268 0.8883
9800.0 5.5 0.9163 -0.0329 0.8834
10000.0 5.5 0.8937 -0.0372 0.8565
10200.0 5.5 0.8845 -0.0399 0.8445999999999999
10400.0 5.5 0.873 -0.0414 0.8316
10600.0 5.5 0.8651 -0.0439 0.8211999999999999
10800.0 5.5 0.8601 -0.0462 0.8139
11000.0 5.5 0.8556 -0.0483 0.8073
11200.0 5.5 0.86 -0.0487 0.8113
